case,case_label,fraction,scenario,cost,risk_months
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,18,1055694678.0194817,20.106919990402094
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,19,1055714678.0194817,23.916683384916023
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,0,1046126734.8805698,19.265742182249113
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,1,1045966734.8805698,26.257588856778348
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,2,1045946734.8805698,21.297513216043086
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,3,1046256734.8805698,19.375985503929844
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,4,1045936734.8805698,25.463411795598134
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,5,1045966734.8805698,21.589295008524427
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,6,1046166734.8805698,20.655400173115975
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,7,1046106734.8805698,20.192229855355578
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,8,1046406734.8805698,17.861659628849075
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,9,1046196734.8805698,14.147145861169653
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,10,1045956734.8805698,22.987426588254685
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,11,1046136734.8805698,21.82081148918493
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,12,1046216734.8805698,17.157030406275496
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,13,1046086734.8805698,20.26861969459511
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,14,1046166734.8805698,20.479883239757047
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,15,1045956734.8805698,26.484769097835212
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,16,1045986734.8805698,19.07234354456451
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,17,1045936734.8805698,23.91744404876239
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,18,1046186734.8805698,16.906809251592954
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.01,19,1046106734.8805698,20.920996943679576
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,0,1401216536.0802999,36.33055081001117
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,1,1401216536.0802999,38.02288589416885
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,2,1401216536.0802999,37.49208945609648
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,3,1401216536.0802999,34.71330856464539
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,4,1401216536.0802999,38.50843336117653
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,5,1401216536.0802999,37.25472812310981
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,6,1401216536.0802999,38.27073131575327
basetariff_baseline/4mpd_30vessels,baseline_4mpd_30vessels,1.0,7,1401216536.0802999,36.460857667949774
